"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"GSG Monthly Reporting - 50 USD","https://app.dework.xyz/gsg/test-62898?taskId=d9ceefb3-5bb4-47b2-8c94-e1b978394269","Treasury,Operation,Audited,github issue","1","DONE","JP | $CardanoBeast |","","","November 24, 2022 4:46 PM","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:47 PM, Task completed on Jan 17, 2023 10:40 AM"
"Onboarding GSG Proposal - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=408b4345-a53e-43cb-97dc-cc60be8fb3c8","github issue,Audited,Treasury,Operation","1","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:43 PM, Task completed on Jan 17, 2023 10:40 AM"
"Transfer GSG funds to stablecoin - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=78bd9cb3-a651-47cd-b71a-84f40b8f7fb9","github issue,Treasury,Audited,Operation","2","DONE","Tevo Saks","","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:41 PM, Task completed on Jan 24, 2023 11:37 AM"
"Budget Review - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=72438b07-205f-4ece-a4c0-3ad8c97ba1bd","Operation,Audited,Meeting,github issue","2","DONE","Stephen [QADAO][SWARM],André [Treasury Guild],NaiiDz","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","October 27, 2022 9:30 AM","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:35 PM, Task completed on Jan 17, 2023 10:39 AM"
"Emurgo Subcircle Commissioning - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=7ea25ee8-b52f-45c1-b423-333646aab33d","","2","TODO","Felix [SWARM]","0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:32 PM"
"Setup Twitter account - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=fab40ed7-c794-479c-b55c-ca0a69c3de70","Meeting,Implement Tools,github issue,Operation,Audited","2","DONE","Tevo Saks,sirwolcott [SWARM],JP | $CardanoBeast |,Stephen [QADAO][SWARM]",",0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:30 PM, Task completed on Jan 17, 2023 10:44 AM"
"End of session survey - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=e84c454c-7f13-4747-8aa5-c3ef031d03a5","Operation,Audited,Implement Tools,github issue","2","DONE","Tevo Saks","","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:29 PM, Task completed on Jan 17, 2023 10:40 AM"
"Calendar for Chair and notetaking - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=28d2d2af-1ff3-4ee1-96bc-f32feb1b38fc","Implement Tools,Operation,Audited,github issue","2","DONE","Nori,JP | $CardanoBeast |","0x7F6f528AD92d29F03a11f8723974F1888DB20B19,","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:24 PM, Task completed on Jan 17, 2023 10:39 AM"
"Basic Decision Making Process","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=a76d8556-8aa2-4aee-bdd8-c1b5b3c3462d","github issue","3","DONE","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:21 PM, Task completed on Feb 25, 2023 1:27 PM"
"Integrate dework tool with canvas - 300 ADA","https://app.dework.xyz/gsg/test-62898?taskId=5059c2e7-3d64-468a-a704-11319cbf2fb7","","2","TODO","Treasury,André [Treasury Guild],Stephen [QADAO][SWARM]",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 13, 2022 4:40 PM","Stephen [QADAO][SWARM] created on Oct 13, 2022 4:42 PM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=93f13c05-147d-45a0-8316-8193bc345ba2","Audited,Operation,github issue,Meeting","1","DONE","Stephen [QADAO][SWARM],CallyFromAuron,Tevo Saks,Felix [SWARM],Nori,sirwolcott [SWARM],Treasury,NaiiDz,JP | $CardanoBeast |","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,,,0x065301995B09114a7E8A33c9b3cF7C777506b443,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,","","October 31, 2022 5:18 PM","Treasury created on Oct 10, 2022 6:42 PM, Task completed on Jan 17, 2023 10:39 AM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=25a13a48-3e3a-46b5-8782-3282117fa5f9","Audited,Meeting,github issue,Operation","1","DONE","Felix [SWARM],sirwolcott [SWARM],CallyFromAuron,André [Treasury Guild],Nori,Tevo Saks,NaiiDz,JP | $CardanoBeast |,Treasury","0x065301995B09114a7E8A33c9b3cF7C777506b443,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,","","October 24, 2022 4:18 PM","Treasury created on Oct 10, 2022 6:41 PM, Task completed on Jan 17, 2023 10:39 AM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=fc10723d-6f62-4f5e-bbfd-218edb06d891","Operation,github issue,Meeting,Audited","1","DONE","Felix [SWARM],NaiiDz,Stephen [QADAO][SWARM],CallyFromAuron,JP | $CardanoBeast |,Tevo Saks,sirwolcott [SWARM],Treasury,Nori,André [Treasury Guild]","0x065301995B09114a7E8A33c9b3cF7C777506b443,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","October 17, 2022 4:18 PM","Treasury created on Oct 10, 2022 6:41 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 2 - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=6db9d024-1f0d-4ab8-8d23-c108654ce8a0","Operation,Meeting,Audited,github issue","1.5","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 10, 2022 4:34 PM","Stephen [QADAO][SWARM] created on Oct 10, 2022 3:54 PM, Task completed on Jan 17, 2023 10:39 AM"
"Migration of GSG Documentation GitBook - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=5f9c3891-abfd-489a-aed3-ab82574e2565","Operation,github issue,Audited","1","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 9, 2022 4:26 PM","Stephen [QADAO][SWARM] created on Oct 9, 2022 4:26 PM, Task completed on Jan 24, 2023 11:37 AM"
"Full Code of Conduct","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=48d6c064-ac72-439b-a2c8-b873f4c38687","github issue","","DONE","JP | $CardanoBeast |","","","","Stephen [QADAO][SWARM] created on Oct 9, 2022 3:50 PM, Task completed on Feb 25, 2023 1:25 PM"
"Basic Code of Conduct - Consensus decision","https://app.dework.xyz/gsg/test-62898?taskId=0fe37b5b-c010-47ef-8d1c-51a5228f63de","Audited,github issue,Decision","","DONE","Nori,Felix [SWARM],Tevo Saks,Treasury,sirwolcott [SWARM],André [Treasury Guild],Stephen [QADAO][SWARM],NaiiDz,JP | $CardanoBeast |,CallyFromAuron","0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,","","October 3, 2022 1:55 PM","Github Integration created on Oct 9, 2022 3:40 PM, Task completed on Jan 24, 2023 11:37 AM"
"Chair Weekly GSG Call - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=af74c51e-10ea-491e-bf29-fe3e29aa6c2a","github issue,Operation,Audited,Meeting","2","DONE","JP | $CardanoBeast |","","","October 3, 2022 3:33 PM","Stephen [QADAO][SWARM] created on Oct 9, 2022 3:33 PM, Task completed on Jan 17, 2023 10:40 AM"
"Dework / Discord integration setup - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=574e097b-0b55-4ed6-9335-6a6b536875a5","Audited,github issue,Operation,Implement Tools","2","DONE","Treasury,Stephen [QADAO][SWARM],André [Treasury Guild]",",0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","October 10, 2022 5:11 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 5:12 PM, Task completed on Jan 17, 2023 10:39 AM"
"Send invite link to GSG members - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=8c1597c0-4440-4495-a257-1b4a0d339945","Audited,Audited,Operation,github issue","0.5","DONE","Treasury,André [Treasury Guild],Stephen [QADAO][SWARM]",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 7, 2022 4:57 PM","Github Integration created on Oct 7, 2022 4:29 PM, Task completed on Jan 17, 2023 10:40 AM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=24e67fbe-bd58-4be5-a937-77f031960e8b","github issue,Meeting,Audited,Operation","1","DONE","NaiiDz,Nori,André [Treasury Guild],Stephen [QADAO][SWARM],CallyFromAuron,JP | $CardanoBeast |,sirwolcott [SWARM],Treasury,Tevo Saks,Felix [SWARM]","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,,0x065301995B09114a7E8A33c9b3cF7C777506b443","","October 10, 2022 4:18 PM","Treasury created on Oct 7, 2022 4:18 PM, Task completed on Jan 17, 2023 10:40 AM"
"Basic documentation of Dework task process -  10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=bfffc59a-9274-44fb-baf4-f593fa876cd7","Audited,Implement Tools,github issue,Operation,Meeting","2","DONE","Treasury,André [Treasury Guild],Stephen [QADAO][SWARM]",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 10, 2022 4:50 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 4:15 PM, Task completed on Jan 17, 2023 10:39 AM"
"Kickoff meeting - GSG","https://app.dework.xyz/gsg/test-62898?taskId=d6116f06-63d0-4762-9898-38195a926cf5","Audited,Meeting,github issue,Operation","2","DONE","Stephen [QADAO][SWARM],André [Treasury Guild],Nori,Felix [SWARM],NaiiDz,JP | $CardanoBeast |,CallyFromAuron,Tevo Saks,Treasury,sirwolcott [SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2","","October 3, 2022 4:06 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 4:03 PM, Task completed on Jan 17, 2023 10:39 AM"
