"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=fc10723d-6f62-4f5e-bbfd-218edb06d891","Operation,Meeting,github issue,Audited","1","DONE","Stephen [QADAO][SWARM],André [Treasury Guild],Tevo Saks,CallyFromAuron,Nori,Felix [SWARM],sirwolcott [SWARM],JP | $CardanoBeast |,NaiiDz,Treasury","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,","","October 17, 2022 4:18 PM","Treasury created on Oct 10, 2022 6:41 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 2 - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=6db9d024-1f0d-4ab8-8d23-c108654ce8a0","Audited,Meeting,Operation,github issue","1.5","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 10, 2022 4:34 PM","Stephen [QADAO][SWARM] created on Oct 10, 2022 3:54 PM, Task completed on Jan 17, 2023 10:39 AM"
"Migration of GSG Documentation GitBook - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=5f9c3891-abfd-489a-aed3-ab82574e2565","Audited,github issue,Operation","1","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 9, 2022 4:26 PM","Stephen [QADAO][SWARM] created on Oct 9, 2022 4:26 PM, Task completed on Jan 24, 2023 11:37 AM"
"PBL - Draft Code of Conduct","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=48d6c064-ac72-439b-a2c8-b873f4c38687","","6","IN_REVIEW","JP | $CardanoBeast |","","","","Stephen [QADAO][SWARM] created on Oct 9, 2022 3:50 PM"
"Basic Code of Conduct - Consensus decision","https://app.dework.xyz/gsg/test-62898?taskId=0fe37b5b-c010-47ef-8d1c-51a5228f63de","Audited,github issue,Decision","","DONE","Felix [SWARM],JP | $CardanoBeast |,CallyFromAuron,Stephen [QADAO][SWARM],André [Treasury Guild],Nori,Tevo Saks,Treasury,sirwolcott [SWARM],NaiiDz","0x065301995B09114a7E8A33c9b3cF7C777506b443,,,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","October 3, 2022 1:55 PM","Github Integration created on Oct 9, 2022 3:40 PM, Task completed on Jan 24, 2023 11:37 AM"
"Chair Weekly GSG Call - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=af74c51e-10ea-491e-bf29-fe3e29aa6c2a","Operation,Audited,Meeting,github issue","2","DONE","JP | $CardanoBeast |","","","October 3, 2022 3:33 PM","Stephen [QADAO][SWARM] created on Oct 9, 2022 3:33 PM, Task completed on Jan 17, 2023 10:40 AM"
"Dework / Discord integration setup - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=574e097b-0b55-4ed6-9335-6a6b536875a5","Audited,Implement Tools,github issue,Operation","2","DONE","André [Treasury Guild],Treasury,Stephen [QADAO][SWARM]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 10, 2022 5:11 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 5:12 PM, Task completed on Jan 17, 2023 10:39 AM"
"Send invite link to GSG members - 10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=8c1597c0-4440-4495-a257-1b4a0d339945","github issue,Audited,Audited,Operation","0.5","DONE","André [Treasury Guild],Stephen [QADAO][SWARM],Treasury","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,","","October 7, 2022 4:57 PM","Github Integration created on Oct 7, 2022 4:29 PM, Task completed on Jan 17, 2023 10:40 AM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=24e67fbe-bd58-4be5-a937-77f031960e8b","github issue,Operation,Audited,Meeting","1","DONE","André [Treasury Guild],Nori,Felix [SWARM],Tevo Saks,Treasury,sirwolcott [SWARM],NaiiDz,JP | $CardanoBeast |,CallyFromAuron,Stephen [QADAO][SWARM]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 10, 2022 4:18 PM","Treasury created on Oct 7, 2022 4:18 PM, Task completed on Jan 17, 2023 10:40 AM"
"Basic documentation of Dework task process -  10 ADA","https://app.dework.xyz/gsg/test-62898?taskId=bfffc59a-9274-44fb-baf4-f593fa876cd7","Audited,github issue,Implement Tools,Operation,Meeting","2","DONE","Stephen [QADAO][SWARM],Treasury,André [Treasury Guild]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","October 10, 2022 4:50 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 4:15 PM, Task completed on Jan 17, 2023 10:39 AM"
"Kickoff meeting - GSG","https://app.dework.xyz/gsg/test-62898?taskId=d6116f06-63d0-4762-9898-38195a926cf5","github issue,Audited,Operation,Meeting","2","DONE","Treasury,André [Treasury Guild],sirwolcott [SWARM],Stephen [QADAO][SWARM],Nori,Felix [SWARM],CallyFromAuron,Tevo Saks,JP | $CardanoBeast |,NaiiDz",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,,,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","October 3, 2022 4:06 PM","Stephen [QADAO][SWARM] created on Oct 7, 2022 4:03 PM, Task completed on Jan 17, 2023 10:39 AM"
